C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT 
780,9874.12,Customer#000000780,FURNITURE,18-844-576-7345,8,CMxcdzgEUkCWP1,quickly final pinto beans cajole slyly alongside of t
781,6403.62,Customer#000000781,MACHINERY,28-478-388-5881,18,"FQCAkyfV0 kL3,FNA1OlBjABak",furiously pending escapades sublate slyly packages. blithely even deposits wake carefully; special pac
782,-326.32,Customer#000000782,AUTOMOBILE,29-850-576-7450,19,HFuyemzqz0g QhkL,"blithely pending packages haggle slyly even, bold accounts. carefully bold theodoli"
783,2436.32,Customer#000000783,FURNITURE,11-920-256-8525,1,01bR7OOM6zPqo29DpAq,furiously ironic packages x-ray blithely. stealthily regular packages nag carefully aga
784,3170.47,Customer#000000784,BUILDING,24-975-574-2063,14,"evcGXqbosO6,qhx","regular, bold decoys are furiously platelets."
785,108.14,Customer#000000785,BUILDING,28-808-670-2983,18,gEkI8kSq8RYgO6tiTA0AB7urZX8s2w03JGwtMi9,"bold requests are. final, ironic accounts cajole"
786,400.03,Customer#000000786,MACHINERY,23-413-365-2022,13,"viZtkiJ gbMcPrINM3Ez,33vOJW",quickly regular deposits above the quickly ironic requests
787,212.16,Customer#000000787,AUTOMOBILE,20-210-617-3870,10,wwPe2vMZZ1n1Mm2z0qzDfS43FPj2Ndn,"packages are ironically furiously regular dolphins. slyly bold deposits nag alongside of the ironic, ironi"
788,-330.69,Customer#000000788,FURNITURE,26-388-689-9272,16,LbFHoDpNUSu3AyDS7KLgjoQBJV,slyly regular dolphins should nag blithely express asymptotes. fluffily unusual courts a
789,6038.60,Customer#000000789,BUILDING,19-176-517-4263,9,DW0NMV Ci5V2bnsX0Al98plG1J0QZqNwcjEVW,quickly express sentiments affix among the slyly thin foxes. deposits are carefully furiously even
790,2724.98,Customer#000000790,BUILDING,10-368-832-9671,0,CR bzmYYVP,furiously express accounts cajole silently about the regular requests. blithely special accounts are fluffily. slyl
791,3694.81,Customer#000000791,HOUSEHOLD,23-575-775-4059,13,3ZWQ5xexnnLDEmxpmbg,even instructions boost around the carefully ironic asymptotes. regular deposits nag along the final a
792,1672.46,Customer#000000792,AUTOMOBILE,17-392-500-4370,7,"icVt7HjGs,p3YL3nr1MHgaQIY5Gmzej57nB,b",quickly ironic platelets haggle furiously among the furiously regular instruc
793,2072.99,Customer#000000793,BUILDING,10-404-953-9048,0,"SltK1IMp2Xvwb,A0x3Co1uhcwr",bravely final accounts are fluffily furiously sp
794,1709.50,Customer#000000794,FURNITURE,33-633-470-5945,23,RMY8 LyGnJ67NGc5cxPYiIDSF,fluffily pending packages affix busily! fluffily final packages above the cour
795,8443.18,Customer#000000795,HOUSEHOLD,24-973-990-6608,14,droXvSIcNEElsEYS,carefully final deposits cajole. express account
796,2584.23,Customer#000000796,HOUSEHOLD,13-554-411-6773,3,79bj5Rk3jJj9ked7M,"ironic, pending deposits sleep carefully regular foxes. doggedly br"
797,3063.11,Customer#000000797,HOUSEHOLD,10-994-609-7082,0,bdGkzA5duas6LZ1ywB96K6Av3x 99q95h,"carefully express packages cajole across the even, blithe deposi"
798,-391.13,Customer#000000798,HOUSEHOLD,14-670-423-7529,4,wW2OgnHj6dBz tO9OXFqCLm,blithely furious dependencies sleep carefully. quickly regular depths are quickl
799,2263.25,Customer#000000799,MACHINERY,22-909-693-7833,12,LVk8ljWeIYTQQFMKCmxEeRpWQT,silent instructions haggle final requests. furiously idle dependencies doze slyly c
800,9443.39,Customer#000000800,AUTOMOBILE,24-555-630-2261,14,"mpI6pkdnWLZsBbQi4,uUC5Y3TcM9vmRIgZelrQ",slyly bold platelets are. packages detect. unusu
801,5207.32,Customer#000000801,FURNITURE,26-439-495-8236,16,UQ67hfDJlxgX68hiFPmDuHav12Vx,fluffily unusual foxes haggle blithely. blithely regular platelets wake slyly the
802,1377.52,Customer#000000802,BUILDING,10-606-236-5778,0,ZDk4Suvi8gMp2LLAOW6nFA 3u,sometimes special instructions haggle carefully. slyly even deposits use quickly flu
803,6003.09,Customer#000000803,BUILDING,28-855-429-9109,18,zm7Xs6RJJJfZ,"final, special ideas are blithely beyond the furiously ruthless packages. pack"
804,3.43,Customer#000000804,AUTOMOBILE,34-861-760-4796,24,"u6xYwCLD,Vd4ODt8",express accounts maintain fluffily. pinto bean
805,511.69,Customer#000000805,BUILDING,20-732-989-5653,10,"wCKx5zcHvwpSffyc9qfi9dvqcm9LT,cLAG",slyly ironic ideas about the regular packages cajole ironic deposits. furiously regular notornis affix b
806,6859.28,Customer#000000806,FURNITURE,22-888-883-2475,12,FTM62Dujm2BoblKFY w,"even sauternes sleep. packages nag fluffily even, quiet packages"
807,1929.89,Customer#000000807,MACHINERY,27-333-779-5333,17,zKjtrn5FGIs,"carefully ironic instructions wake evenly pending, regular deposits. quickly final theodolite"
808,5561.93,Customer#000000808,BUILDING,29-531-319-7726,19,S2WkSKCGtnbhcFOp6MWcuB3rzFlFemVNrg,"ironic, special gifts according to the quickly final deposits impress blith"
809,-594.23,Customer#000000809,HOUSEHOLD,26-776-223-5427,16,eApaa5hW3Mqp11ZuOP,quickly regular packages about the e
810,9632.77,Customer#000000810,FURNITURE,19-997-929-2765,9,3J1wwVhwzVT7XM1v3Rzx90a8c4,quickly regular deposits haggle fluffily within th
811,9010.02,Customer#000000811,BUILDING,25-575-731-2159,15,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,excuses are quickly carefully enticing r
812,3428.67,Customer#000000812,BUILDING,27-714-618-2239,17,"u9uI3BE68quHja6k0,UXRYFgvLHl3jKhn",packages haggle. furiously silent platelets haggle furiously? waters sleep. pending notornis against the bold dolphi
813,5673.47,Customer#000000813,HOUSEHOLD,19-585-173-1514,9,VBNrCYm67O,"furiously final deposits haggle slyly. express asymptotes must have to run doggedly ironic, unusual"
814,4011.18,Customer#000000814,BUILDING,25-342-269-3824,15,KmMC1nd5iOXTRlhzMu13Wtx,final foxes after the doggedly silent excus
815,5841.33,Customer#000000815,HOUSEHOLD,22-941-606-7227,12,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,slyly even dolphins after the ironic instructions are blithely across the fluffily unusual re
816,9239.32,Customer#000000816,BUILDING,34-457-910-7430,24,k2dnnQZowe,final theodolites against the carefully regular foxes nag furiously quickly final
817,7297.64,Customer#000000817,MACHINERY,10-566-341-4382,0,"jDJt0Wfk0,Wcx5HOI5itS XqUJmMpjzJ","slyly final accounts along the unusual, pending pinto beans haggle carefully afte"
818,-574.39,Customer#000000818,BUILDING,30-943-141-5174,20,CvQvKClYoh9lPjMngrjbCoxqqnp2QFiTe8eF,"carefully express deposits use of the regular, express platelets. slyly pending asymp"
819,2152.05,Customer#000000819,MACHINERY,22-424-990-1743,12,"cug3zDy qHUaZMQNEtYlWK3R,mGrid4Of",furiously even requests after the closely regular foxe
820,-614.28,Customer#000000820,AUTOMOBILE,14-993-368-5047,4,xsYy3Nu7RhNYyBqL8dD0fONh,quickly final accounts alongs
821,2691.42,Customer#000000821,FURNITURE,15-901-460-2033,5,PVdTfF7cfPueJS0MBncE5v4bKfPV64Zg,slyly bold asymptotes haggle about the carefully special instructions. unusual packages are bli
822,736.47,Customer#000000822,BUILDING,23-410-801-1644,13,"ZoRr18ZiDTtkRduo6PO60gNRg,b46zOe QdS8B",bravely silent accounts nod furiously about the quickly bold packages. pearls sleep slyly. unusu
823,738.79,Customer#000000823,AUTOMOBILE,10-109-430-5638,0,HuoOuJLxx7S8YDQhexfmIX,"quickly regular deposits are slyly. regular, express packages use above the slyly ironic f"
824,6840.29,Customer#000000824,AUTOMOBILE,28-454-124-5859,18,"qHxq5m g6Ug,SDq7R17",slyly even theodolites x-ray slyly express excuses. requests wake blithe
825,1809.01,Customer#000000825,HOUSEHOLD,20-492-863-1129,10,"L8P98o,xq9E78kmuadw,Z7Rwy","even, ruthless instructions according to the ironic accounts haggle regular deposits. quickly"
826,8938.14,Customer#000000826,BUILDING,23-762-328-7631,13,f5Y UZoE nR,furiously express ideas cajole fluffily. regular accounts haggle about the finally sly deposits. express requ
827,5411.20,Customer#000000827,HOUSEHOLD,24-196-343-6537,14,fmmKD8aBlF9bFndkYf402cHVrUj8FhGZtHeL,pains sleep furiously! final ideas cajole. quickly regular accounts are about the furiously regular platelets. s
828,7059.68,Customer#000000828,BUILDING,33-108-680-4317,23,"0PkG ELwBIgU4AsNcjDc5Q,9Gj",braids nag! express theodolites haggle after the express packages. fluffily regular
829,4086.56,Customer#000000829,MACHINERY,18-404-707-6095,8,"4oht3f64ZWA1,ACbBP9DNxjjG1CbIqOCK",regular dependencies shall have to haggle. blithely regula
830,7775.65,Customer#000000830,AUTOMOBILE,33-408-548-6806,23,4fNmWCmfys1jUI,"silent, ironic requests sleep along the blithely regular instructions. final requests af"
831,3401.49,Customer#000000831,AUTOMOBILE,30-495-591-5384,20,1DyQwHuUncB7BSnQUiW8ksexb,carefully final foxes boost slyly slyly regular packages. deposits across the ironic theodolites s
832,-201.49,Customer#000000832,HOUSEHOLD,29-264-864-8387,19,eNIy9PatAWlh0,slyly even packages haggle carefully. doggedly final frets are slyly again
833,-526.14,Customer#000000833,FURNITURE,16-624-307-4875,6,"t3qDCo,Yh MZcJFV6PibeY,MUunz",packages are slyly. slyly regular braids cajole carefully. blithely regular as
834,-976.25,Customer#000000834,MACHINERY,24-637-803-7812,14,"y4mA, TY6DW4gAY","regular theodolites at the regular, even requests boost slyly slyly regular packages. sly"
835,2106.81,Customer#000000835,BUILDING,31-700-242-6347,21,Sjqs42jh111,furiously pending requests cajole. furiously un
836,9184.72,Customer#000000836,FURNITURE,22-181-313-6281,12,rayz3tXswDbL4hyIr5SMrEIOTqvmok48e,blithely ironic excuses solve along the fluf
837,2701.29,Customer#000000837,BUILDING,19-572-730-8324,9,mMNC8wjT5aC655e3,blithely pending instructions u
838,1605.76,Customer#000000838,AUTOMOBILE,15-919-192-7197,5,BxDlz44b56kXjsTpl,"slyly final dependencies lose furiously dogged foxes. bold packages along the ironic, ironic accounts wa"
839,2924.78,Customer#000000839,HOUSEHOLD,32-435-825-7973,22,Ch8 wZk5UKK45BSq1uZLJL0Z A8UUoms,silently unusual platelets cajole carefully against the slyly ironic theodolites.
840,6799.00,Customer#000000840,AUTOMOBILE,32-802-156-1748,22,9wA4l70okCEW3GnYQvlIAXetDgD50l,ironic packages haggle slyly. fluffily even pinto beans are furiously. even packages use slyly blithel
841,884.20,Customer#000000841,FURNITURE,19-556-695-9964,9,pSISKRxFIgVasW71fLyaEuODHZQLBfd6E c7jo,slyly unusual packages around the enticingly spe
842,8635.49,Customer#000000842,FURNITURE,10-272-126-1413,0,stRBRwdFCkdN,fluffily busy foxes are furiously evenly regular requests. slyly regular somas about the fluffily even
843,675.73,Customer#000000843,HOUSEHOLD,24-979-584-7928,14,OEJ7AElvHgEtDpjcrXgLK,blithely regular requests mold fluffily across the carefully regular dolphins. slyly spe
844,2954.90,Customer#000000844,BUILDING,21-285-410-4046,11,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,deposits haggle slyly final ideas. bravely final pinto beans are furious
845,6898.89,Customer#000000845,AUTOMOBILE,23-125-871-9246,13,fIq5p0GpDtw6FIsPMdbqNYgfSw3gL9ep,"final, express accounts across the quickly final pinto beans nag"
846,7650.73,Customer#000000846,MACHINERY,28-766-714-9136,18,EWQcGkx0CU5ZGUNcTV9bBCQ4qnuKsHC,quickly express requests are furiously carefully re
847,4822.08,Customer#000000847,HOUSEHOLD,33-645-447-3944,23,oR9VbMI LkR2GUv4MRmylhb,excuses cajole among the fluffily even deposits. blithely even foxe
848,5685.59,Customer#000000848,BUILDING,25-655-714-7125,15,a nIm5Bk7 RMqMZ6,fluffily express requests lose fluffily according to the furiously unusual
849,9670.64,Customer#000000849,MACHINERY,34-718-798-7751,24,"kqRGW2JQtTM,a6 DzJMgcU9U","slyly ironic foxes affix furiously unusual, ironic"
850,7576.55,Customer#000000850,FURNITURE,32-546-203-4000,22,GdhPVh9rkPqSt v17ZuxIlx8c1N8G,"furiously even sentiments nag final, quick dugouts."
851,1144.23,Customer#000000851,FURNITURE,19-678-843-9850,9,H9HRTaOz4yI9elrUUiS,"express pains detect regular, ironic requests. thin foxes alongside of"
852,1098.98,Customer#000000852,AUTOMOBILE,15-252-941-6247,5,"fR1Cq8d6m,zJwS3FFrOBV7u","furiously regular instructions nag slyly carefully even Tiresias. final, furious accounts integrate blithe"
853,-444.73,Customer#000000853,MACHINERY,12-869-161-3468,2,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,"special, daring packages above the care"
854,3393.86,Customer#000000854,AUTOMOBILE,10-544-967-2382,0,"flSR,SlEXwxrDcm3uedfK1Oiq,c9mZI",regular requests nag slyly. regular instructions wake blithely. quickly pending theodolites cajole aro
855,3550.49,Customer#000000855,BUILDING,11-379-392-2701,1,i8mS 0Plk2tI8HG1Mnzj8v5RIl5JqmwTSW2Wq,quickly bold ideas sleep furiously even
856,6988.55,Customer#000000856,FURNITURE,25-336-316-9641,15,X4U7LH4YtDzephie,furiously regular ideas sleep q
857,7537.16,Customer#000000857,AUTOMOBILE,15-856-649-3113,5,TFCCMlSEyrItYvEZy068NhrUxJz,pinto beans engage carefully quickly ironic theodolite
858,-829.37,Customer#000000858,BUILDING,18-509-453-8977,8,"8qSqHq,Fc378KIPPbTNmaL 0bpAwO",instructions are carefully. special excuses haggle furiously final epitaphs. fur
859,6737.18,Customer#000000859,BUILDING,27-379-135-4463,17,yp6dlWnpbzQboP5Xj8W,carefully bold deposits affix slyly since the slyly special excuses. special requests cajole blit
860,6836.89,Customer#000000860,BUILDING,22-895-319-1388,12,t0GtEsh39KvInVMH7CDn0xi,slyly silent dolphins serve furiously quickly regular requests. furiously even theodolites after the blithely exp
861,-336.80,Customer#000000861,BUILDING,24-939-734-5650,14,GvlCZ4fJYbHTOTYczE1iH2k6K9edUyNxWZsl6x,"slyly ironic pains haggle quickly final, final foxes. busily silent packages cajole enticingl"
862,2338.92,Customer#000000862,MACHINERY,12-479-479-6941,2,"zkaZ,iOp8t9MBK9T,JIPGL5hmBmK,xjkjHEP",quickly furious deposits cajole thinly after the carefully ironic platelets: regu
863,5274.52,Customer#000000863,AUTOMOBILE,13-801-392-5922,3,oaBBxuQLKPawG1yqOc7cyVhOezCy,"regular, pending dependencies dazzle carefully against the furiously bold reques"
864,8932.76,Customer#000000864,AUTOMOBILE,22-897-966-6672,12,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",carefully express ideas cajole.
865,3016.38,Customer#000000865,BUILDING,19-245-153-1471,9,UIv4t5cbA7j1ftOSatj2EKah3p,"silent, bold accounts wake along the final instructions. theodolites cajole quietly furiously unusual instr"
866,6265.88,Customer#000000866,FURNITURE,30-436-285-7224,20,"u,b0GdP7dZg",even dependencies haggle quickly unusual requests. furiously pen
867,5680.23,Customer#000000867,FURNITURE,24-522-194-4543,14,KmET9DxfPVs15pIUUWQ,"blithely close dependencies against the carefully express forges nag slyly about the ruthless, final packag"
868,7616.48,Customer#000000868,FURNITURE,32-850-421-3334,22,cFG8Fa5h1e uvHJ9pgZAO,foxes haggle quickly ironic ideas. express gifts are ca
869,1228.06,Customer#000000869,HOUSEHOLD,12-379-344-7132,2,"PDGU7BXDNXAo0vmo7QtDm,yCMVcD",carefully silent requests among the quickly thin requests haggle sometimes express foxes; regular
870,1970.76,Customer#000000870,BUILDING,12-953-532-5903,2,6wGPZX1SbXLGtweqx8jK,slyly even frets affix carefully among the b
871,-395.89,Customer#000000871,HOUSEHOLD,30-933-714-8982,20,KcLmBKitbx7NvU7bpu9clIyccxWG,furiously even instructions are
872,-858.61,Customer#000000872,BUILDING,27-357-139-7164,17,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",dogged accounts sleep carefully pending ep
873,-797.38,Customer#000000873,AUTOMOBILE,16-375-385-5712,6,XFnr9C2bANXL,"regular notornis nag slyly bold accounts. final, bold deposits alongside of the final pinto beans affix furiously"
874,5391.74,Customer#000000874,AUTOMOBILE,10-886-494-4217,0,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,carefully silent requests are. special packages according to the stealthy asymptotes cajole along t
875,-949.28,Customer#000000875,FURNITURE,13-146-810-5423,3,8pQ4YUYox0d,slyly regular deposits integrate furiously alongside of the deposits. bold pinto beans lose blithely caref
876,4367.63,Customer#000000876,MACHINERY,30-320-481-3076,20,"NMzgtdV zCuRIMK0vV,DP9ynDd6Z9X3T","final accounts snooze slyly. slyly final accounts across the regular, unusual pa"
877,1755.33,Customer#000000877,MACHINERY,26-400-912-7812,16,uYO2BKogrHcOcHEgzjlmZAa1QYyR45i8,final packages could have to detect fluffily final requests. fluffily even ideas ar
878,8781.53,Customer#000000878,FURNITURE,25-465-180-9022,15,"hUCH2juGwk4OtThyY8p35Hi0,IfOGA",furiously pending dependencies detect. carefully bold pinto beans haggle. quickly
879,2235.20,Customer#000000879,HOUSEHOLD,12-878-466-6505,2,EJcG18hFrS0SPT0yvl1b,"even, final platelets sleep carefully. theodolites sleep. furiously silent dependencies affix q"
880,-77.63,Customer#000000880,FURNITURE,18-763-990-8618,8,"ogwHmUUFa1QB69pAoYAAoB0rjbdsVpAQ552e5Q,","silent, regular excuses are. blithely final accounts boost fluffily ironic instruct"
881,2141.71,Customer#000000881,FURNITURE,14-127-261-7876,4,XJ94RTR2oXI omeh,regularly pending somas detect about the carefully final excuses. ac
882,1650.12,Customer#000000882,HOUSEHOLD,12-437-842-6799,2,hsKaXwHCLD,final instructions sleep regular requests
883,479.96,Customer#000000883,FURNITURE,13-526-239-6950,3,qVQ8rWNU5KZYDcS,fluffily quiet packages haggle. regularly
884,1601.60,Customer#000000884,FURNITURE,31-483-489-6172,21,5KyisO0Tv9ZtlJhzyI7vAe88,slyly pending pains according to the blithely ironic deposits maintain slyly
885,-959.94,Customer#000000885,HOUSEHOLD,15-874-471-4903,5,nNUbC73nPBCKLg0,"ironic, ironic tithes are quickly. deposits across the carefully express gifts integrate furiously ironi"
886,1194.33,Customer#000000886,AUTOMOBILE,22-771-691-7229,12,QOTGbGPJjNPD7IrfAILA1da,regular theodolites are blithely around the slyly silent foxes. slyly ironic deposits breach. fl
887,7009.42,Customer#000000887,MACHINERY,11-136-651-8293,1,CoInl1fmf5MjYn15AdA,carefully final requests affix across the regular somas. unusual requests cajol
888,6358.04,Customer#000000888,HOUSEHOLD,22-855-455-1154,12,3vlJp0W8cniEXV,instructions haggle furiously along the quickly regular accounts. quickly silent depos
889,3635.35,Customer#000000889,FURNITURE,23-625-369-6714,13,pLvfd7drswfAcH8oh2seEct,blithely regular pains above the even excuses use slyly carefully express foxes. express deposits abo
890,3329.21,Customer#000000890,BUILDING,14-938-708-4678,4,"rvsLCrRX9z,IPaaF9kqwvLLxueobbPiH4pz",stealthily ironic asymptotes haggle quickly alongside of the deposits. blithely special dugouts detect slyly acco
891,6032.18,Customer#000000891,FURNITURE,21-439-958-7518,11,"AW0m6YSpe,BNPHvBj",fluffily express courts around the theodolites are carefully among the pending
892,4799.98,Customer#000000892,FURNITURE,19-589-784-1249,9,N KwiRAwIk6KL9WJ6vt0G,furiously unusual deposits haggle silently. quickly pending grouches are carefully; care
893,8250.87,Customer#000000893,BUILDING,23-827-724-6816,13,W6m7LofOZoik72ku,packages use busily. slyly unusual package
894,4483.42,Customer#000000894,AUTOMOBILE,26-844-679-1540,16,5y7m8Ts4kDf,blithely final accounts are permanently requests. blithely r
895,904.43,Customer#000000895,AUTOMOBILE,10-933-819-2037,0,MDaJr8ekGTS79bS7CH8f1WgWPU,"even, unusual requests wake furiously fluffi"
896,7659.72,Customer#000000896,AUTOMOBILE,10-425-565-3199,0,Tu1ZBNgiSEL9Ns,"even, regular multipliers sleep packages. ir"
897,1999.42,Customer#000000897,MACHINERY,16-988-776-4568,6,nW1X1Hl9uWycuBEu3F3,quickly even theodolites haggle blithely carefully unusual platelets! carefully regular ideas alo
898,8137.24,Customer#000000898,AUTOMOBILE,13-265-738-4361,3,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",ironic accounts sleep quickly fluffily quick accounts. furiously unusual platelets against the furiously e
899,8605.53,Customer#000000899,FURNITURE,12-594-534-9654,2,Th5XO5ImeCe9nHFQfQMCkNcmf5WHSeYQaR5TJ,slow pinto beans are slyly. special ideas use permanently. even theodolites sublate quickly. express dolph
900,3195.39,Customer#000000900,BUILDING,11-422-328-1612,1,"kEhE1Y,OoZTDv,Auh d5G ALINN0rND",quickly unusual packages cajole after the carefully regu
901,938.35,Customer#000000901,HOUSEHOLD,22-202-667-4372,12,QUyXt94YM6Ou6rDqK,slyly ironic packages above the final multipliers cajole quickly re
902,5858.48,Customer#000000902,AUTOMOBILE,14-209-883-5797,4,A1hnMyYPSkXf7QgOPD2H,"regularly sly warthogs cajole ironic theodolites. courts haggle ironic, silent r"
903,509.23,Customer#000000903,FURNITURE,17-706-779-2078,7,"URTiQupkhObWG39,kZ3CfU","special, special packages cajole quickly. bold accounts wake blit"
904,9562.82,Customer#000000904,BUILDING,15-940-929-4572,5,YdJEbNygDU6DrgWXQY6orasq,instructions would are quickly according to the furiously even accounts. even Tiresia
905,-600.73,Customer#000000905,BUILDING,13-803-156-2231,3,f iyVEgCU2lZZPCebx5bGp5,blithely regular asymptotes are blithely fluffily even r
906,-613.45,Customer#000000906,HOUSEHOLD,16-594-569-6627,6,1Uavkms1A5z,carefully quiet deposits are furiously among the dependencies. hockey pl
907,5751.31,Customer#000000907,HOUSEHOLD,20-501-816-7673,10,UeVLwnnpccsG1pbQmN7pzD,furiously regular forges across the ironic accou
908,3215.96,Customer#000000908,AUTOMOBILE,22-814-669-9320,12,Fa5bchMKUMsaNKOXAiu9pX  ME,"packages against the regular, pending accounts integrate"
909,5565.58,Customer#000000909,MACHINERY,34-717-350-9722,24,b 2X284A5AGpt8skuYwMvTyK68srMKikPst6X,blithely special pinto beans breach about the slyly bold plat
910,5794.69,Customer#000000910,BUILDING,19-899-463-4292,9,Qg8TJTCT1mJ9H,fluffily final deposits boost carefull
911,6364.60,Customer#000000911,BUILDING,23-121-746-7339,13,"VS0fia,lJ RvUf68 l4Unv,Vx",furiously special packages sleep blithely blithely express account
912,3861.36,Customer#000000912,FURNITURE,24-348-437-3105,14,dQA12NEPQK1A5mvD,quickly express accounts wake fluffi
913,6935.16,Customer#000000913,FURNITURE,24-500-946-3315,14,aohNRUjsMbBNE1Ax,carefully regular deposits detect according to the dependencies. carefully bold deposits sleep-- fluffily f
914,1230.79,Customer#000000914,MACHINERY,15-915-758-7313,5,LErnJFeOuDeMgvVzPKHS,blithely regular packages haggle furiously above the foxes. furiously blithe accounts haggle quickly along the busil
915,3776.53,Customer#000000915,AUTOMOBILE,10-452-398-2445,0,"mtGezp1BRzcfPVl,1,G8Wl",blithely bold gifts cajole furiously fur
916,130.59,Customer#000000916,MACHINERY,33-511-587-8754,23,9Zo7nkmzJla4Q4PE5mbw,slyly special ideas promise quickly. ideas above the car
917,3679.65,Customer#000000917,HOUSEHOLD,11-100-917-5264,1,"KZ TS0omSFmUQkIOmzlXhwQS,OcF3wzz5",even foxes haggle furiously alongside o
918,-155.06,Customer#000000918,MACHINERY,29-992-318-6425,19,WSptkDdGQQyJ6,slyly bold accounts sleep about the care
919,9774.97,Customer#000000919,MACHINERY,19-537-180-2200,9,cHGtsqVvXRiK,"unusual realms among the bold, express dependencies cajole alongside of the ironic, fina"
920,990.58,Customer#000000920,HOUSEHOLD,12-905-464-3299,2,oDBFWKIP6M6OlYRPmqCBkVpVSj6uFa,dependencies cajole slyly. furiously spe
921,3651.09,Customer#000000921,HOUSEHOLD,18-765-936-2316,8,XYBVDdDifSYrW gUeDPhITqMjpjtbnc,slyly express foxes across the slyly express accounts cajo
922,3869.25,Customer#000000922,BUILDING,17-945-916-9648,7,Az9RFaut7NkPnc5zSD2PwHgVwr4jRzq,boldly final requests cajole blith
923,7462.20,Customer#000000923,HOUSEHOLD,21-476-142-5086,11,ckBLWkfYtn2VZXWWqUGbDgbP,quickly final pinto beans boost blithely during the fluffily regular accounts. furiously idle deposits affix carefu
924,4212.53,Customer#000000924,BUILDING,25-518-232-9865,15,yKEtokQYXiuSSh8ZP5,furiously even pinto beans haggle carefully according to the unusual platelets. blithely final accounts are c
925,1939.39,Customer#000000925,AUTOMOBILE,20-753-609-6699,10,jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex,"regular, ironic accounts wake qui"
926,274.50,Customer#000000926,AUTOMOBILE,26-783-803-1329,16,3b8K2YhfbGDJOpSAUrvq82MnkhHBdwL,"pending, regular asymptotes against the pending p"
927,2417.65,Customer#000000927,MACHINERY,27-332-891-1391,17,"Uy7xvOwo4Ndha1tSxDKrQ gXUTdS ,YDqwE2YSO",quickly regular platelets doubt furiously about the blithe
928,8330.70,Customer#000000928,HOUSEHOLD,31-508-509-6393,21,A9 UduEb48ffOe27FxMXF,regular asymptotes after the furiously special theodolites haggle
929,4079.18,Customer#000000929,MACHINERY,33-487-459-1026,23,c dPfaAmmoLjR3m,quickly even pinto beans believe. final accounts against the quickly pending requests cajole bol
930,4787.20,Customer#000000930,FURNITURE,29-562-904-5451,19,84jHYR8u2XvhyT,quickly regular ideas nag slyly. bold theodolites haggle fluffily al
931,2409.69,Customer#000000931,BUILDING,10-349-498-1720,0,"M,lWVafqdRIO, WnAyLLt",carefully bold pinto beans are among the re
932,6553.37,Customer#000000932,BUILDING,23-300-708-7927,13,HN9Ap0NsJG7Mb8O,blithely ironic frets above the quickly even courts hagg
933,8541.16,Customer#000000933,MACHINERY,24-623-803-8018,14,V0SPv2VbrNo7Pj,evenly final accounts cajole quickly requests; bold deposits affix along
934,-592.69,Customer#000000934,AUTOMOBILE,22-119-576-7222,12,UMAFCPYfCxn LhawyoEYoU9GZC7TORCX,unusual dolphins solve unusua
935,2531.25,Customer#000000935,MACHINERY,10-724-445-8323,0,XkVT4jvetY4JV76IAkd91sSp9CqsICE,"even, final excuses hang. slyly final plate"
936,3650.90,Customer#000000936,MACHINERY,21-100-538-9635,11,hwJIFpxofea6CLEbWZFsWUxNrGFLANp,fluffily express requests wake depo
937,668.51,Customer#000000937,AUTOMOBILE,33-869-990-3946,23,usrG6ohdPROyd98c9,regular packages are carefully carefully ironic instructions. care
938,2584.52,Customer#000000938,BUILDING,22-157-321-7590,12,wrq9S3rEW8zXUVCXpa7uKi,slyly express deposits wake alongside of the special accounts. carefully
939,8059.51,Customer#000000939,FURNITURE,29-627-844-1293,19,jYaDdfxAlL1aVKPfN,furiously regular requests are carefully carefully bold dolphins. even deposits wake blithely even deposits. fina
940,253.59,Customer#000000940,AUTOMOBILE,29-958-573-1004,19,"T7ROXBXdajS,vkwy3VuC8wNvA",fluffily pending ideas across the furiously
941,2990.18,Customer#000000941,FURNITURE,29-745-875-1061,19,297w97UgOfpV3pv2QniJUWBKq0BRpcawOfpj,regular accounts alongside of the even
942,5898.17,Customer#000000942,HOUSEHOLD,28-560-449-7675,18,y0OKxFyfXeYuklJDY9RwujlNIC2ETXo9HxZCVhg1,blithely regular requests are among the accounts. slyly bold packages wake furiously above the regular pa
943,7541.05,Customer#000000943,FURNITURE,15-483-251-8603,5,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,ironic requests detect furiously pendi
944,9454.78,Customer#000000944,BUILDING,14-485-139-5142,4,"8lO9F4WK6PKWXiocyE,ojIfPNfVY8","slyly unusual packages run carefully requests. ironic, regular"
945,9615.39,Customer#000000945,BUILDING,25-542-662-1673,15,300zKNJ9lg,quickly regular accounts haggle blithely. carefully bol
